,id,frequency
8098,"(11268, 64542)",1
8099,"(13259, 3135)",1
8100,"(1914, 66136)",1
8101,"(13514, 66136)",1
8102,"(6170, 3708)",1
8103,"(14576, 64159)",1
8104,"(2681, 3091)",1
8105,"(1561, 64234)",1
8106,"(9850, 3429)",1
8107,"(16087, 3378)",1
8108,"(11011, 66273)",1
8109,"(10277, 3417)",1
8110,"(9889, 3478)",1
8111,"(211, 3614)",1
8112,"(1413, 66981)",1
8113,"(1426, 66981)",1
8114,"(8916, 66981)",1
8115,"(16174, 65039)",2
8116,"(12870, 3471)",1
8117,"(6752, 64936)",1
8118,"(2681, 3450)",1
8119,"(399, 67279)",1
8120,"(399, 67291)",1
8121,"(1211, 67282)",2
8122,"(6598, 67539)",2
8123,"(149, 30531)",1
8124,"(77, 67110)",1
8125,"(4515, 67290)",1
8126,"(4515, 67354)",1
8127,"(4515, 67361)",1
8128,"(77, 67103)",4
8129,"(5087, 67103)",1
8130,"(861, 64279)",1
8131,"(11692, 64279)",1
8132,"(3260, 3154)",1
8133,"(13703, 3453)",1
8134,"(873, 3708)",1
8135,"(13408, 3707)",1
8136,"(13408, 3708)",1
8137,"(3814, 67118)",1
8138,"(13306, 26852)",1
8139,"(15985, 26852)",1
8140,"(399, 67292)",1
8141,"(2681, 3154)",1
8142,"(3474, 3154)",1
8143,"(3164, 64237)",1
8144,"(3164, 64238)",1
8145,"(3164, 64865)",1
8146,"(3164, 64940)",1
8147,"(3164, 66257)",1
8148,"(7703, 67226)",1
8149,"(5244, 3615)",1
8150,"(13714, 3493)",1
8151,"(658, 3613)",1
8152,"(5087, 3613)",1
8153,"(11944, 3615)",1
8154,"(1096, 66711)",1
8155,"(77, 64631)",1
8156,"(77, 64632)",1
8157,"(1749, 3442)",1
8158,"(3474, 63769)",1
8159,"(2681, 26807)",4
8160,"(1749, 3397)",1
8161,"(6520, 3397)",2
8162,"(211, 3216)",1
8163,"(10183, 3216)",1
8164,"(4460, 64231)",1
8165,"(1449, 26825)",1
8166,"(6459, 3618)",1
8167,"(2945, 30531)",1
8168,"(2946, 30531)",1
8169,"(2947, 30531)",1
8170,"(2949, 30531)",1
8171,"(2950, 30531)",1
8172,"(2951, 30531)",1
8173,"(2957, 30531)",1
8174,"(15260, 30531)",1
8175,"(16213, 30531)",1
8176,"(16214, 30531)",1
8177,"(16215, 30531)",1
8178,"(6926, 3183)",1
8179,"(7005, 3350)",1
8180,"(8334, 3350)",1
8181,"(13428, 3350)",1
8182,"(13429, 3350)",1
8183,"(13430, 3350)",1
8184,"(13431, 3350)",1
8185,"(13432, 3350)",1
8186,"(13434, 3350)",1
8187,"(13435, 3350)",1
8188,"(13436, 3350)",1
8189,"(13619, 3350)",1
8190,"(13620, 3350)",1
8191,"(16107, 3350)",1
8192,"(2026, 3712)",1
8193,"(399, 3449)",1
8194,"(928, 3640)",1
8195,"(2487, 64238)",1
8196,"(960, 64416)",1
8197,"(2483, 64392)",1
8198,"(7703, 64803)",1
8199,"(399, 3443)",1
8200,"(9690, 3598)",1
8201,"(2945, 22867)",1
8202,"(13733, 30531)",1
8203,"(1045, 65628)",1
8204,"(399, 3422)",1
8205,"(13737, 30528)",1
8206,"(928, 3372)",1
8207,"(1994, 26836)",1
8208,"(238, 63866)",1
8209,"(12982, 65337)",1
8210,"(9538, 30531)",1
8211,"(12872, 3094)",1
8212,"(11007, 3699)",1
8213,"(1299, 3421)",1
8214,"(13082, 65224)",1
8215,"(2108, 3340)",1
8216,"(399, 3395)",1
8217,"(7186, 63958)",1
8218,"(5121, 64630)",1
8219,"(4272, 3085)",1
8220,"(14964, 64255)",1
8221,"(6459, 3397)",1
8222,"(3341, 63959)",1
8223,"(77, 3646)",1
8224,"(2964, 3646)",1
8225,"(13354, 3646)",1
8226,"(13356, 3232)",1
8227,"(13356, 3646)",1
8228,"(13590, 3646)",1
8229,"(13591, 3232)",1
8230,"(13481, 3397)",1
8231,"(184, 3169)",1
8232,"(13642, 3466)",1
8233,"(9175, 3478)",1
8234,"(2947, 3419)",1
8235,"(13339, 66549)",1
8236,"(13307, 64082)",1
8237,"(5649, 3091)",1
8238,"(4889, 3119)",1
8239,"(3101, 64982)",1
8240,"(3102, 64982)",1
8241,"(3104, 64982)",1
8242,"(10046, 64982)",1
8243,"(13742, 64982)",1
8244,"(16180, 64982)",1
8245,"(16182, 64982)",1
8246,"(77, 3163)",1
8247,"(13237, 3083)",1
8248,"(16183, 65139)",1
8249,"(6170, 3101)",1
8250,"(6752, 65828)",1
8251,"(13540, 3154)",1
8252,"(13541, 3154)",1
8253,"(13542, 3154)",1
8254,"(13543, 3154)",1
8255,"(13544, 3154)",1
8256,"(13545, 3154)",1
8257,"(13546, 3154)",1
8258,"(13547, 3154)",1
8259,"(13548, 3154)",1
8260,"(13549, 3154)",1
8261,"(13550, 3154)",1
8262,"(13551, 3154)",1
8263,"(13552, 3154)",1
8264,"(13554, 3154)",1
8265,"(13555, 3154)",1
8266,"(13556, 3154)",1
8267,"(13557, 3154)",1
8268,"(13558, 3154)",1
8269,"(13559, 3154)",1
8270,"(13560, 3154)",1
8271,"(13561, 3154)",1
8272,"(15763, 3154)",1
8273,"(399, 65336)",1
8274,"(984, 65336)",1
8275,"(2124, 3105)",1
8276,"(13355, 3646)",1
8277,"(5276, 3624)",1
8278,"(16179, 3478)",1
8279,"(5668, 4278)",2
8280,"(2030, 3349)",1
8281,"(843, 3164)",1
8282,"(844, 3164)",1
8283,"(851, 3164)",1
8284,"(851, 4280)",1
8285,"(15955, 3164)",1
8286,"(2305, 67114)",1
8287,"(4531, 67249)",1
8288,"(1159, 65225)",1
8289,"(1159, 67400)",1
8290,"(7226, 3437)",1
8291,"(211, 3373)",1
8292,"(5105, 63765)",1
8293,"(1995, 63730)",1
8294,"(2681, 3448)",1
8295,"(5301, 34747)",1
8296,"(77, 3277)",1
8297,"(91, 3277)",1
8298,"(13224, 3277)",1
8299,"(13326, 3434)",1
8300,"(13326, 64415)",1
8301,"(13326, 67271)",1
8302,"(1752, 34745)",1
8303,"(399, 64238)",1
8304,"(399, 64862)",1
8305,"(399, 65042)",1
8306,"(3076, 3443)",1
8307,"(6725, 3372)",1
8308,"(5639, 56893)",1
8309,"(7870, 3487)",1
8310,"(2361, 63741)",1
8311,"(13378, 63741)",1
8312,"(12251, 65237)",1
8313,"(11319, 3417)",1
8314,"(13547, 64969)",1
8315,"(13685, 63753)",1
8316,"(6468, 67110)",1
8317,"(13288, 67231)",1
8318,"(3614, 64255)",1
8319,"(984, 3227)",1
8320,"(2821, 3216)",1
8321,"(13331, 65336)",1
8322,"(984, 3223)",1
8323,"(1994, 3223)",1
8324,"(15534, 3154)",1
8325,"(3645, 3478)",1
8326,"(7703, 3478)",1
8327,"(9118, 64943)",1
8328,"(3474, 3087)",1
8329,"(13064, 3087)",1
8330,"(399, 3448)",1
8331,"(91, 63739)",1
8332,"(91, 65437)",1
8333,"(13629, 3437)",1
8334,"(13630, 3437)",1
8335,"(13433, 3350)",1
8336,"(13665, 3479)",1
8337,"(6711, 3649)",1
8338,"(15971, 65844)",1
8339,"(8948, 3373)",1
8340,"(8656, 3631)",1
8341,"(13280, 3631)",1
8342,"(13457, 3366)",1
8343,"(9407, 67112)",1
8344,"(6519, 26807)",1
8345,"(2716, 3487)",1
8346,"(5941, 3437)",1
8347,"(3555, 3615)",1
8348,"(508, 66711)",1
8349,"(13671, 66711)",1
8350,"(1045, 64943)",1
8351,"(3474, 64943)",1
8352,"(5940, 64943)",1
8353,"(6187, 64943)",1
8354,"(8483, 64943)",1
8355,"(13711, 64943)",1
8356,"(6411, 64943)",1
8357,"(231, 3700)",1
8358,"(13397, 56885)",1
8359,"(5574, 64315)",1
8360,"(5574, 64626)",1
8361,"(890, 3079)",1
8362,"(3445, 67247)",1
8363,"(3512, 67247)",1
8364,"(15810, 67247)",1
8365,"(2710, 3437)",1
8366,"(16058, 26858)",1
8367,"(2197, 3707)",1
8368,"(8143, 66053)",1
8369,"(2026, 26856)",1
8370,"(2489, 3631)",1
8371,"(2681, 65428)",2
8372,"(13327, 64292)",1
8373,"(77, 4278)",2
8374,"(2026, 4278)",1
8375,"(16246, 64218)",1
8376,"(2986, 64156)",1
8377,"(7676, 64156)",1
8378,"(8948, 3421)",1
8379,"(11583, 3421)",1
8380,"(3600, 3276)",1
8381,"(2949, 3419)",1
8382,"(3474, 3692)",2
8383,"(2851, 3094)",1
8384,"(12876, 64237)",1
8385,"(3164, 67108)",1
8386,"(1153, 3641)",1
8387,"(4515, 3276)",1
8388,"(15933, 3276)",1
8389,"(16031, 3276)",1
8390,"(6324, 67116)",1
8391,"(6326, 67116)",1
8392,"(7518, 67116)",1
8393,"(16052, 3667)",1
8394,"(16052, 63742)",1
8395,"(322, 64234)",1
8396,"(667, 64234)",1
8397,"(1939, 64234)",1
8398,"(3303, 64234)",1
8399,"(6084, 64234)",1
8400,"(13402, 64234)",1
8401,"(2681, 34747)",2
8402,"(13735, 30530)",1
8403,"(3474, 26836)",1
8404,"(6379, 65341)",1
8405,"(6192, 3362)",1
8406,"(16211, 67226)",1
8407,"(77, 3158)",1
8408,"(77, 3160)",1
8409,"(3474, 3223)",1
8410,"(536, 3129)",1
8411,"(5301, 3646)",1
8412,"(14452, 64539)",1
8413,"(6192, 3100)",1
8414,"(8113, 3100)",1
8415,"(13729, 26808)",1
8416,"(13091, 3353)",1
8417,"(5941, 66431)",1
8418,"(16027, 34626)",1
8419,"(3474, 3654)",1
8420,"(11662, 3392)",1
8421,"(7946, 3418)",1
8422,"(15932, 4279)",1
8423,"(861, 3454)",1
8424,"(1683, 3098)",1
8425,"(91, 3475)",1
8426,"(91, 63051)",1
8427,"(4460, 63757)",1
8428,"(4952, 64394)",1
8429,"(1177, 16695)",1
8430,"(12875, 64414)",1
8431,"(6192, 67296)",1
8432,"(6465, 26825)",2
8433,"(2681, 3135)",1
8434,"(2945, 66060)",1
8435,"(5941, 3649)",1
8436,"(9539, 3205)",1
8437,"(13424, 3340)",1
8438,"(3368, 3694)",1
8439,"(399, 3220)",1
8440,"(1122, 34500)",1
8441,"(4710, 62879)",1
8442,"(4710, 62944)",1
8443,"(4710, 64982)",1
8444,"(2681, 3113)",1
8445,"(4613, 26671)",1
8446,"(107, 22817)",1
8447,"(14112, 64210)",1
8448,"(273, 26696)",1
8449,"(447, 26696)",1
8450,"(9575, 26696)",1
8451,"(9827, 26696)",1
8452,"(14108, 19129)",1
8453,"(77, 66637)",1
8454,"(200, 66637)",1
8455,"(2681, 64761)",1
8456,"(5087, 19104)",1
8457,"(14161, 19147)",1
8458,"(2681, 67467)",2
8459,"(518, 44265)",1
8460,"(9512, 16693)",1
8461,"(9512, 22806)",1
8462,"(1284, 66794)",1
8463,"(334, 22815)",2
8464,"(3445, 22806)",1
8465,"(10128, 22806)",1
8466,"(13868, 22827)",1
8467,"(14230, 22827)",1
8468,"(2421, 44272)",1
8469,"(10602, 44272)",1
8470,"(13770, 44272)",1
8471,"(13771, 44272)",1
8472,"(13772, 44272)",1
8473,"(13773, 44272)",1
8474,"(13259, 38404)",1
8475,"(5611, 16693)",1
8476,"(1994, 66216)",1
8477,"(928, 63554)",1
8478,"(2681, 63554)",1
8479,"(14202, 19167)",1
8480,"(13811, 15301)",2
8481,"(13814, 15301)",1
8482,"(16801, 64250)",1
8483,"(2849, 15301)",1
8484,"(15843, 15301)",1
8485,"(14325, 34713)",1
8486,"(16712, 44272)",1
8487,"(399, 8625)",1
8488,"(1503, 22816)",2
8489,"(6298, 66630)",1
8490,"(6312, 26670)",1
8491,"(6312, 66630)",1
8492,"(11351, 66630)",1
8493,"(12709, 26670)",2
8494,"(12709, 66630)",2
8495,"(14077, 26670)",1
8496,"(14077, 66630)",1
8497,"(14869, 66630)",1
8498,"(16310, 66630)",1
8499,"(2096, 19059)",1
8500,"(11715, 67782)",2
8501,"(13867, 67782)",2
8502,"(13875, 67782)",2
8503,"(15801, 67782)",1
8504,"(15802, 67782)",1
8505,"(16450, 67782)",1
8506,"(17949, 67782)",1
8507,"(13816, 15305)",1
8508,"(14138, 19139)",1
8509,"(14138, 22827)",1
8510,"(6326, 65982)",1
8511,"(3474, 63954)",3
8512,"(4634, 4196)",1
8513,"(77, 67348)",2
8514,"(3399, 34754)",1
8515,"(14387, 67447)",1
8516,"(984, 15340)",1
8517,"(13764, 67306)",1
8518,"(13765, 67306)",1
8519,"(2681, 44273)",2
8520,"(6129, 19104)",1
8521,"(4460, 19056)",2
8522,"(669, 19178)",1
8523,"(14235, 19178)",1
8524,"(16836, 30537)",1
8525,"(14002, 19135)",1
8526,"(13979, 67491)",1
8527,"(908, 52327)",1
8528,"(77, 34755)",2
8529,"(3757, 26818)",1
8530,"(6170, 22806)",2
8531,"(3162, 26670)",1
8532,"(14115, 64963)",1
8533,"(8864, 67782)",3
8534,"(13987, 63591)",1
8535,"(14742, 2065)",1
8536,"(518, 2065)",1
8537,"(1530, 2065)",1
8538,"(6211, 2065)",1
8539,"(6451, 2065)",1
8540,"(10636, 2065)",1
8541,"(6747, 19083)",1
8542,"(6747, 22806)",1
8543,"(10649, 22806)",1
8544,"(16389, 15307)",1
8545,"(14148, 19135)",1
8546,"(13992, 44270)",1
8547,"(3020, 52406)",1
8548,"(901, 63541)",1
8549,"(13849, 63541)",1
8550,"(3474, 19095)",2
8551,"(14349, 26694)",1
8552,"(2674, 22815)",1
8553,"(1749, 26833)",3
8554,"(16409, 26669)",1
8555,"(6450, 44269)",1
8556,"(6770, 44273)",1
8557,"(6486, 19066)",1
8558,"(14064, 19066)",1
8559,"(1318, 34755)",1
8560,"(14181, 26690)",1
8561,"(7264, 2065)",1
8562,"(16665, 19134)",1
8563,"(14110, 19129)",1
8564,"(536, 19142)",1
8565,"(6160, 63570)",1
8566,"(6163, 63570)",3
8567,"(14180, 22827)",1
8568,"(14180, 44272)",1
8569,"(1651, 19106)",2
8570,"(1658, 19106)",3
8571,"(8287, 19106)",2
8572,"(8288, 19106)",1
8573,"(10588, 19106)",2
8574,"(10594, 19106)",1
8575,"(10595, 19106)",1
8576,"(10596, 19106)",1
8577,"(10597, 19106)",1
8578,"(10598, 19106)",1
8579,"(10599, 19106)",2
8580,"(10600, 19106)",1
8581,"(10601, 19106)",1
8582,"(10603, 19106)",1
8583,"(10606, 19106)",1
8584,"(10610, 19106)",1
8585,"(10611, 19106)",1
8586,"(12576, 19106)",1
8587,"(16534, 19106)",1
8588,"(16535, 19106)",1
8589,"(16536, 19106)",1
8590,"(16537, 19106)",1
8591,"(16538, 19106)",1
8592,"(16539, 19106)",1
8593,"(16540, 19106)",1
8594,"(16541, 19106)",1
8595,"(5607, 19062)",1
8596,"(4952, 19080)",1
8597,"(399, 4196)",1
8598,"(2499, 19100)",1
8599,"(960, 67369)",1
8600,"(13920, 19080)",1
8601,"(13921, 19080)",1
8602,"(13922, 19080)",1
8603,"(14114, 64607)",1
8604,"(2489, 22807)",1
8605,"(9073, 22807)",1
8606,"(13912, 22807)",1
8607,"(13913, 22807)",1
8608,"(13914, 22807)",1
8609,"(3474, 30529)",1
8610,"(16780, 19169)",1
8611,"(16780, 64250)",1
8612,"(2681, 63562)",2
8613,"(3474, 65973)",1
8614,"(2681, 19056)",1
8615,"(9853, 64198)",1
8616,"(6558, 67428)",1
8617,"(6558, 67435)",1
8618,"(10843, 63590)",2
8619,"(2681, 44067)",1
8620,"(2681, 19089)",1
8621,"(6725, 19183)",1
8622,"(890, 15340)",1
8623,"(77, 15323)",1
8624,"(77, 34746)",1
8625,"(77, 19047)",2
8626,"(984, 19067)",2
8627,"(2026, 65964)",1
8628,"(1994, 65759)",1
8629,"(2681, 65025)",3
8630,"(2681, 65973)",3
8631,"(11926, 26816)",1
8632,"(12125, 26816)",1
8633,"(14267, 26816)",1
8634,"(14268, 26816)",1
8635,"(14269, 26816)",1
8636,"(5613, 66216)",1
8637,"(77, 64198)",1
8638,"(2681, 67603)",1
8639,"(1994, 19099)",1
8640,"(16415, 26671)",1
8641,"(387, 19043)",1
8642,"(3474, 15336)",1
8643,"(6324, 34755)",1
8644,"(11985, 67365)",1
8645,"(12190, 67365)",4
8646,"(2681, 26690)",1
8647,"(16399, 15344)",1
8648,"(16399, 19191)",1
8649,"(3474, 65021)",3
8650,"(16427, 64089)",1
8651,"(1096, 4199)",1
8652,"(1133, 4199)",1
8653,"(579, 19164)",1
8654,"(4268, 22814)",1
8655,"(7507, 65016)",1
8656,"(7507, 15302)",1
8657,"(199, 2094)",1
8658,"(11692, 64091)",2
8659,"(5301, 15318)",1
8660,"(2681, 63551)",1
8661,"(4099, 63551)",1
8662,"(5941, 63551)",1
8663,"(8741, 63551)",1
8664,"(9118, 63551)",1
8665,"(9661, 63551)",1
8666,"(11290, 63551)",1
8667,"(12871, 63551)",1
8668,"(14246, 63551)",1
8669,"(14247, 63551)",1
8670,"(16828, 63551)",1
8671,"(6272, 19066)",1
8672,"(14284, 38403)",1
8673,"(8984, 22817)",1
8674,"(14398, 34754)",1
8675,"(211, 19079)",2
8676,"(14393, 67327)",1
8677,"(14394, 67327)",1
8678,"(200, 64091)",1
8679,"(995, 64091)",1
8680,"(1856, 64091)",1
8681,"(2821, 64091)",1
8682,"(5087, 64091)",1
8683,"(5636, 64091)",1
8684,"(5708, 64091)",1
8685,"(8113, 64091)",1
8686,"(9330, 64091)",1
8687,"(14378, 64091)",1
8688,"(14379, 64091)",1
8689,"(14380, 64091)",1
8690,"(14381, 64091)",1
8691,"(14382, 64091)",1
8692,"(16814, 64091)",1
8693,"(16816, 64091)",1
8694,"(16818, 64091)",1
8695,"(16820, 64091)",1
8696,"(16821, 64091)",1
8697,"(6192, 22808)",2
8698,"(7186, 19059)",1
8699,"(14069, 26696)",1
8700,"(77, 19067)",2
8701,"(3474, 19067)",1
8702,"(744, 64089)",2
8703,"(16789, 19173)",1
8704,"(16790, 19173)",1
8705,"(6732, 64089)",1
8706,"(6557, 19066)",1
8707,"(6558, 19066)",1
8708,"(10092, 19066)",1
8709,"(707, 44269)",1
8710,"(16611, 44269)",1
8711,"(5712, 26807)",1
8712,"(11745, 19185)",2
8713,"(14242, 19185)",1
8714,"(77, 19119)",2
8715,"(77, 63240)",2
8716,"(861, 63352)",1
8717,"(5087, 63352)",1
8718,"(9853, 63352)",1
8719,"(11692, 63352)",1
8720,"(13882, 63352)",1
8721,"(13883, 63352)",1
8722,"(13884, 63352)",1
8723,"(13885, 63352)",1
8724,"(13886, 63352)",1
8725,"(3474, 67467)",1
8726,"(11668, 22827)",1
8727,"(12754, 22827)",1
8728,"(13971, 22827)",1
8729,"(16707, 44272)",1
8730,"(8520, 19068)",1
8731,"(6442, 19062)",1
8732,"(16791, 19173)",1
8733,"(91, 26815)",1
8734,"(14273, 26815)",1
8735,"(658, 52407)",1
8736,"(960, 52407)",1
8737,"(10263, 67530)",1
8738,"(12794, 67530)",1
8739,"(1390, 8654)",1
8740,"(9375, 67536)",1
8741,"(11902, 22818)",1
8742,"(1135, 19133)",1
8743,"(5843, 44056)",1
8744,"(7488, 15323)",1
8745,"(7488, 19133)",1
8746,"(13941, 15323)",1
8747,"(16287, 44056)",1
8748,"(16288, 44056)",1
8749,"(16289, 15323)",1
8750,"(16289, 19133)",1
8751,"(16289, 44056)",1
8752,"(16290, 44056)",1
8753,"(16495, 15323)",1
8754,"(16497, 15323)",1
8755,"(12448, 8636)",1
8756,"(5301, 64103)",1
8757,"(3474, 26802)",1
8758,"(5301, 15341)",1
8759,"(399, 16693)",1
8760,"(399, 22807)",1
8761,"(3068, 26695)",1
8762,"(6562, 2094)",1
8763,"(5941, 2201)",1
8764,"(15525, 67458)",1
8765,"(15525, 67459)",1
8766,"(9850, 67376)",1
8767,"(7604, 30535)",1
8768,"(13089, 30535)",1
8769,"(3201, 19056)",1
8770,"(4872, 8625)",1
8771,"(6192, 4199)",1
8772,"(399, 8663)",1
8773,"(1211, 62941)",1
8774,"(1211, 65219)",1
8775,"(1113, 66511)",1
8776,"(14376, 64329)",1
8777,"(5941, 66216)",1
8778,"(9661, 66216)",1
8779,"(2681, 19149)",1
8780,"(2681, 63574)",3
8781,"(12190, 64832)",1
8782,"(12190, 65864)",1
8783,"(9512, 67439)",1
8784,"(9512, 67440)",1
8785,"(5619, 63563)",1
8786,"(2668, 15311)",1
8787,"(2681, 26826)",4
8788,"(944, 19056)",1
8789,"(4745, 19056)",1
8790,"(6500, 19056)",1
8791,"(6637, 19104)",1
8792,"(11332, 8634)",1
8793,"(77, 15340)",1
8794,"(77, 19080)",1
8795,"(91, 8663)",1
8796,"(91, 19080)",1
8797,"(211, 19080)",1
8798,"(634, 19080)",1
8799,"(861, 15340)",1
8800,"(861, 19080)",1
8801,"(1960, 19080)",1
8802,"(2096, 19080)",1
8803,"(3352, 19080)",1
8804,"(5087, 19080)",1
8805,"(5917, 19080)",1
8806,"(5941, 19080)",1
8807,"(6192, 19080)",1
8808,"(8129, 19080)",1
8809,"(9102, 19080)",1
8810,"(9853, 15340)",1
8811,"(9853, 19080)",1
8812,"(11263, 19080)",1
8813,"(11692, 15340)",1
8814,"(11692, 19080)",1
8815,"(12190, 19080)",1
8816,"(13764, 19080)",1
8817,"(13882, 15340)",1
8818,"(13882, 19080)",1
8819,"(13883, 15340)",1
8820,"(13883, 19080)",1
8821,"(13884, 15340)",1
8822,"(13884, 19080)",1
8823,"(13885, 15340)",1
8824,"(13885, 19080)",1
8825,"(13886, 15340)",1
8826,"(13886, 19080)",1
8827,"(13923, 19080)",1
8828,"(13924, 19080)",1
8829,"(13925, 19080)",1
8830,"(13926, 19080)",1
8831,"(13927, 19080)",1
8832,"(13928, 19080)",1
8833,"(13929, 19080)",1
8834,"(13930, 19080)",1
8835,"(13932, 19080)",1
8836,"(13933, 19080)",1
8837,"(13934, 19080)",1
8838,"(13935, 19080)",1
8839,"(3101, 19083)",2
8840,"(2446, 44270)",1
8841,"(5301, 19103)",1
8842,"(16467, 19058)",1
8843,"(14184, 44273)",1
8844,"(14096, 19124)",1
8845,"(16682, 19139)",1
8846,"(14162, 44272)",1
8847,"(14163, 44272)",1
8848,"(14164, 44272)",1
8849,"(14165, 44272)",1
8850,"(14166, 44272)",1
8851,"(3474, 19134)",1
8852,"(14081, 16694)",1
8853,"(711, 19095)",1
8854,"(1749, 63570)",3
8855,"(3426, 19060)",1
8856,"(77, 19045)",1
8857,"(211, 67363)",2
8858,"(211, 67366)",2
8859,"(211, 67431)",1
8860,"(10128, 67510)",1
8861,"(3474, 26793)",1
8862,"(3352, 67439)",1
8863,"(3352, 67440)",1
8864,"(11931, 8672)",1
8865,"(11931, 67439)",1
8866,"(1866, 19168)",1
8867,"(5613, 3493)",1
8868,"(6187, 56845)",1
8869,"(3474, 65759)",1
8870,"(3474, 16693)",1
8871,"(3474, 64370)",1
8872,"(1045, 19082)",1
8873,"(2681, 19116)",5
8874,"(2681, 19101)",1
8875,"(9729, 67418)",2
8876,"(16462, 8654)",1
8877,"(16463, 8654)",2
8878,"(399, 16692)",2
8879,"(9834, 19081)",1
8880,"(399, 63954)",1
8881,"(399, 30535)",1
8882,"(2264, 4199)",1
8883,"(14080, 64854)",1
8884,"(2681, 19131)",1
8885,"(1877, 22815)",1
8886,"(2608, 19134)",2
8887,"(8976, 16691)",1
8888,"(522, 15307)",1
8889,"(6170, 19043)",1
8890,"(2950, 22806)",1
8891,"(6272, 19117)",2
8892,"(77, 67484)",2
8893,"(3474, 26833)",1
8894,"(16387, 19138)",1
8895,"(16484, 19067)",1
8896,"(11522, 44265)",1
8897,"(16392, 67489)",1
8898,"(15711, 67489)",1
8899,"(2681, 26688)",2
8900,"(14055, 64089)",1
8901,"(14098, 63592)",1
8902,"(3474, 26805)",1
8903,"(11985, 67439)",1
8904,"(1096, 19080)",1
8905,"(10950, 19185)",1
8906,"(2957, 19066)",1
8907,"(1941, 30532)",1
8908,"(5555, 34754)",1
8909,"(536, 26669)",1
8910,"(9547, 64757)",1
8911,"(13839, 2065)",1
8912,"(16689, 19135)",1
8913,"(744, 64757)",1
8914,"(14344, 26694)",1
8915,"(14050, 64089)",1
8916,"(2195, 63313)",1
8917,"(13368, 67560)",2
8918,"(6192, 44368)",2
8919,"(13326, 64830)",1
8920,"(16435, 64089)",1
8921,"(10967, 34754)",1
8922,"(864, 63541)",1
8923,"(463, 15328)",1
8924,"(463, 44013)",1
8925,"(2681, 67304)",1
8926,"(2169, 64149)",1
8927,"(13208, 64149)",2
8928,"(6519, 19082)",1
8929,"(6519, 65025)",1
8930,"(3474, 19089)",1
8931,"(1380, 67782)",1
8932,"(3614, 67782)",2
8933,"(11393, 67782)",1
8934,"(11668, 67782)",1
8935,"(12754, 67782)",1
8936,"(13866, 67782)",1
8937,"(13872, 67782)",1
8938,"(13971, 67782)",1
8939,"(14755, 67782)",1
8940,"(16784, 26696)",1
8941,"(2051, 16691)",1
8942,"(13804, 26669)",1
8943,"(16408, 26669)",1
8944,"(8741, 8663)",1
8945,"(6163, 64089)",3
8946,"(16567, 63592)",1
8947,"(6519, 19086)",1
8948,"(13259, 19066)",1
8949,"(6170, 30538)",1
8950,"(1994, 67420)",1
8951,"(2681, 67420)",2
8952,"(736, 19063)",1
8953,"(12277, 19063)",1
8954,"(8741, 3509)",1
8955,"(11266, 3509)",1
8956,"(13895, 3509)",1
8957,"(908, 26841)",1
8958,"(1306, 3493)",1
8959,"(1994, 63553)",1
8960,"(14263, 67348)",1
8961,"(5940, 19063)",1
8962,"(11342, 67437)",1
8963,"(70, 63592)",1
8964,"(11107, 63592)",1
8965,"(16576, 63592)",1
8966,"(12009, 66630)",2
8967,"(1178, 34755)",1
8968,"(4616, 64963)",1
8969,"(2681, 26841)",2
8970,"(8741, 26841)",1
8971,"(2681, 15302)",1
8972,"(14248, 26816)",1
8973,"(14248, 67527)",1
8974,"(8699, 67452)",1
8975,"(9686, 67443)",1
8976,"(16827, 67443)",1
8977,"(77, 34743)",1
8978,"(8649, 34701)",1
8979,"(2681, 15336)",1
8980,"(77, 26841)",1
8981,"(9118, 30539)",1
8982,"(5941, 63695)",1
8983,"(9118, 63695)",1
8984,"(2219, 16694)",1
8985,"(16514, 16694)",1
8986,"(16515, 16694)",1
8987,"(16516, 16694)",1
8988,"(16517, 16694)",1
8989,"(16518, 16694)",1
8990,"(16519, 16694)",1
8991,"(16520, 16694)",1
8992,"(16521, 16694)",1
8993,"(16522, 16694)",1
8994,"(16523, 16694)",1
8995,"(16524, 16694)",1
8996,"(16525, 16694)",1
8997,"(5619, 67304)",1
8998,"(13762, 67304)",1
8999,"(77, 67303)",4
9000,"(91, 67303)",3
9001,"(14824, 67304)",1
9002,"(16473, 19061)",1
9003,"(984, 65966)",1
9004,"(13895, 67263)",1
9005,"(11342, 67533)",1
9006,"(2113, 19061)",1
9007,"(623, 63603)",1
9008,"(13629, 19066)",1
9009,"(4341, 19067)",1
9010,"(9512, 19067)",1
9011,"(13901, 19066)",1
9012,"(14241, 64329)",1
9013,"(5941, 52408)",1
9014,"(10325, 19062)",1
9015,"(744, 19060)",1
9016,"(1548, 2130)",1
9017,"(1994, 2130)",1
9018,"(3474, 2130)",1
9019,"(5940, 2130)",1
9020,"(9868, 2130)",1
9021,"(14066, 2130)",1
9022,"(2863, 19066)",1
9023,"(11266, 66223)",2
9024,"(638, 19060)",2
9025,"(3474, 64329)",1
9026,"(2195, 19119)",1
9027,"(2681, 8652)",1
9028,"(3474, 8652)",1
9029,"(1449, 15311)",1
9030,"(5607, 19073)",1
9031,"(14133, 44265)",1
9032,"(16792, 19173)",1
9033,"(5301, 30538)",2
9034,"(2227, 66790)",1
9035,"(6500, 44269)",1
9036,"(3474, 8665)",1
9037,"(399, 19095)",1
9038,"(6437, 44270)",1
