enzyme,organism,reference,pubmed_id
3.2.1.78,Bacillus subtilis,208811,-
3.2.1.78,Thermotoga neapolitana,208813,18629900
3.2.1.78,Vibrio sp.,208814,8534110
3.2.1.78,Geobacillus stearothermophilus,208816,2176449
3.2.1.78,Cellvibrio japonicus,656020,11382747
3.2.1.78,Cellulomonas fimi,664068,16171384
3.2.1.78,Paenibacillus polymyxa,677739,16912849
3.2.1.78,Bacillus subtilis,679046,-
3.2.1.78,Bacillus subtilis,683011,17294696
3.2.1.78,Alicyclobacillus acidocaldarius,695344,18323611
3.2.1.78,Vibrio sp.,696843,19129644
3.2.1.78,Niallia circulans,699488,18239434
3.2.1.78,Bacillus subtilis,699537,18455734
3.2.1.78,Bacillus subtilis,707199,19504356
3.2.1.78,Xanthomonas campestris,708839,20073482
3.2.1.78,Bacillus licheniformis,709829,20380743
3.2.1.78,Clostridium cellulovorans,713909,21311881
3.2.1.78,Bacillus subtilis,732323,22450788
3.2.1.78,Thermotoga petrophila,732395,22155669
3.2.1.78,Acetivibrio thermocellus,732497,25260892
3.2.1.78,Thermotoga petrophila,732786,24671161
3.2.1.78,Dictyoglomus turgidum,744856,29177717
3.2.1.78,Caldicellulosiruptor saccharolyticus,747791,8764509
3.2.1.78,Bifidobacterium animalis subsp. lactis,750179,26558435
3.2.1.78,Weissella viridescens,750455,30031310
3.2.1.78,Pediococcus acidilactici,750456,-
3.2.1.78,Bacillus subtilis,752074,-
3.2.1.78,Bacillus subtilis,752077,-
3.2.1.78,Klebsiella oxytoca,752107,29378260
3.2.1.8,Streptomyces sp.,136244,-
3.2.1.8,Caldicellulosiruptor saccharolyticus,136289,-
3.2.1.8,Cellulomonas uda,136300,16347038
3.2.1.8,Paenibacillus polymyxa,171580,-
3.2.1.8,Thermoclostridium stercorarium,171582,7765283
3.2.1.8,Bacillus pumilus,171586,-
3.2.1.8,Streptomyces sp.,171592,-
3.2.1.8,Streptomyces sp.,171594,-
3.2.1.8,Streptomyces sp.,171600,-
3.2.1.8,Streptomyces olivochromogenes,171600,-
3.2.1.8,Clostridium acetobutylicum,171603,16347312
3.2.1.8,Streptomyces lividans,171606,3827815
3.2.1.8,Streptomyces lividans,171608,-
3.2.1.8,Thermoclostridium stercorarium,171615,-
3.2.1.8,Bacillus subtilis,171618,16663699
3.2.1.8,Streptomyces sp.,171619,-
3.2.1.8,Bacillus subtilis,171622,16346375
3.2.1.8,Bacillus pumilus,171624,-
3.2.1.8,Niallia circulans,171626,-
3.2.1.8,Thermobifida alba,171636,9299779
3.2.1.8,Geobacillus stearothermophilus,171638,10666598
3.2.1.8,Streptomyces halstedii,171639,7793962
3.2.1.8,Staphylococcus sp.,171641,10736002
3.2.1.8,Niallia circulans,171642,9335170
3.2.1.8,Streptomyces lividans,171644,9335171
3.2.1.8,Bacillus amyloliquefaciens,171646,-
3.2.1.8,Ruminococcus flavefaciens,171648,-
3.2.1.8,Thermoclostridium stercorarium subsp. thermolacticum,171649,2105888
3.2.1.8,Geobacillus stearothermophilus,171651,8328796
3.2.1.8,Cellulomonas fimi,171653,-
3.2.1.8,Caldicellulosiruptor saccharolyticus,171655,8467959
3.2.1.8,Thermoclostridium stercorarium,171657,8958098
3.2.1.8,Streptomyces olivaceoviridis,171659,10737210
3.2.1.8,Streptomyces sp.,171660,-
3.2.1.8,Thermoclostridium stercorarium,171661,7765974
3.2.1.8,Streptomyces halstedii,654073,12876348
3.2.1.8,Thermotoga maritima,654078,12925805
3.2.1.8,Streptomyces sp.,654144,14594403
3.2.1.8,Thermomonospora sp.,654413,11263969
3.2.1.8,Streptomyces sp.,655355,10689075
3.2.1.8,Cellulomonas flavigena,655370,-
3.2.1.8,Pseudobutyrivibrio xylanivorans,655379,-
3.2.1.8,Bacillus subtilis,655381,-
3.2.1.8,Dickeya chrysanthemi,655834,11222610
3.2.1.8,Thermotoga maritima,656575,-
3.2.1.8,Parageobacillus thermantarcticus,657331,15142626
3.2.1.8,Geobacillus stearothermophilus,663521,14993688
3.2.1.8,Thermotoga maritima,663571,-
3.2.1.8,Thermobifida fusca,664701,16086105
3.2.1.8,Cellvibrio japonicus,665493,14670951
3.2.1.8,Thermomonospora sp.,665579,15317808
3.2.1.8,Thermotoga maritima,666878,16247799
3.2.1.8,Cellulosimicrobium sp.,677613,18027102
3.2.1.8,Bacillus licheniformis,677623,16915648
3.2.1.8,Bacillus subtilis,677993,18230336
3.2.1.8,Niallia circulans,678008,-
3.2.1.8,Streptomyces cyaneus,678757,17408951
3.2.1.8,Cellvibrio japonicus,678894,18320143
3.2.1.8,Cellvibrio japonicus,679062,17208205
3.2.1.8,Halalkalibacterium halodurans,679547,-
3.2.1.8,Saccharolobus solfataricus,679721,15064978
3.2.1.8,Bacillus subtilis,680298,17274627
3.2.1.8,Thermotoga maritima,680515,18083821
3.2.1.8,Geobacillus stearothermophilus,680969,16919348
3.2.1.8,Bacillus subtilis,680984,17445930
3.2.1.8,Halalkalibacterium halodurans,681342,-
3.2.1.8,Priestia megaterium,681810,9301068
3.2.1.8,Bacillus licheniformis,682685,18065237
3.2.1.8,Nocardiopsis sp.,682994,100110120
3.2.1.8,Saccharolobus solfataricus,692258,18568289
3.2.1.8,Acetivibrio thermocellus,695352,18678939
3.2.1.8,Thermobifida fusca,695678,18688581
3.2.1.8,Paenibacillus sp.,696842,18391461
3.2.1.8,Cytobacillus firmus,696856,19352037
3.2.1.8,Thermobifida fusca,696903,18292971
3.2.1.8,Bacillus licheniformis,697502,18612683
3.2.1.8,Cellulomonas flavigena,697503,18379842
3.2.1.8,Streptomyces lividans,698373,18645964
3.2.1.8,Streptomyces avermitilis,698373,18645964
3.2.1.8,Streptomyces olivaceoviridis,698672,19279191
3.2.1.8,Dickeya chrysanthemi,699072,18680769
3.2.1.8,Streptomyces fradiae,699489,18388456
3.2.1.8,Paenibacillus curdlanolyticus,699498,19349753
3.2.1.8,Streptomyces olivaceoviridis,707403,20361933
3.2.1.8,Thermobifida fusca,707403,20361933
3.2.1.8,Niallia circulans,707522,20163191
3.2.1.8,Bacillus subtilis,709497,20075612
3.2.1.8,Thermotoga maritima,710126,19426845
3.2.1.8,Bacillus subtilis,710466,19531602
3.2.1.8,Paenibacillus sp.,717094,100039223
3.2.1.8,Acidothermus cellulolyticus,717123,20851989
3.2.1.8,Paenibacillus curdlanolyticus,717395,21071839
3.2.1.8,Paenibacillus sp.,717404,20493247
3.2.1.8,Bacillus pumilus,717410,21369910
3.2.1.8,Actinomadura sp.,717886,21269876
3.2.1.8,Bacillus subtilis,719992,22006920
3.2.1.8,Halalkalibacterium halodurans,729408,22932960
3.2.1.8,Halalkalibacterium halodurans,731022,22806794
3.2.1.8,Paenibacillus curdlanolyticus,737510,27663030
3.2.1.8,Thermobifida fusca,737932,25887328
3.2.1.8,Paenibacillus curdlanolyticus,738140,27871388
3.2.1.8,Geobacillus stearothermophilus,738190,26001519
3.2.1.8,Microcella alkaliphila,738192,27240670
3.2.1.8,Bacillus subtilis,738803,27097633
3.2.1.8,Melioribacter roseus,738862,25951846
3.2.1.8,Acetivibrio thermocellus,738886,-
3.2.1.8,Bacillus subtilis,743364,26923808
3.2.1.8,Caldicellulosiruptor owensensis,745147,29236500
3.2.1.8,Bacillus subtilis,745427,28728936
3.2.1.8,Cellulomonas flavigena,746350,-
3.2.1.8,Streptomyces olivaceus,746374,27693622
3.2.1.8,Teredinibacter turnerae,749504,30289404
3.2.1.8,Kitasatospora sp.,750084,30384206
3.2.1.8,Streptomyces ipomoeae,750086,30999191
3.2.1.8,Acetivibrio thermocellus,750432,29224629
3.2.1.8,Ruminiclostridium josui,750435,30037546
3.2.1.8,Bacillus subtilis,750593,30711093
3.2.1.8,Pediococcus acidilactici,750814,30753879
3.2.1.8,Bacillus subtilis,751229,-
3.2.1.8,Acetivibrio thermocellus,751347,-
3.2.1.8,Streptomyces halstedii,751704,29704649
3.2.1.8,Bacillus licheniformis,752334,30706219
3.2.1.80,Actinomyces naeslundii,136519,7828936
3.2.1.80,Streptococcus mutans,208817,3308844
3.2.1.80,Streptococcus salivarius,208818,3965399
3.2.1.80,Streptococcus mutans,208820,1522814
3.2.1.80,Streptococcus mutans,208821,1398976
3.2.1.80,Lactiplantibacillus pentosus,657381,12086179
3.2.1.80,Bacillus subtilis,714493,20801645
3.2.1.80,Thermotoga maritima,731850,24128552
3.2.1.80,Paenibacillus amylolyticus,750231,30658802
3.2.1.81,Pseudoalteromonas atlantica,136869,16347536
3.2.1.81,Flavobacterium flevense,136872,-
3.2.1.81,Pseudomonas sp.,136872,-
3.2.1.81,Pseudoalteromonas atlantica,136872,-
3.2.1.81,Vibrio harveyi,136872,-
3.2.1.81,Pseudoalteromonas atlantica,136874,6653550
3.2.1.81,Pseudoalteromonas atlantica,136875,6617649
3.2.1.81,Cytophaga sp.,136876,718980
3.2.1.81,Flavobacterium flevense,136877,1083206
3.2.1.81,Cytophaga sp.,136878,5386191
3.2.1.81,Cytophaga sp.,136879,5386190
3.2.1.81,Cytophaga sp.,136880,5806386
3.2.1.81,Cytophaga sp.,136881,6056629
3.2.1.81,Pseudomonas sp.,136882,-
3.2.1.81,Pseudoalteromonas atlantica,136882,-
3.2.1.81,Vibrio sp.,136882,-
3.2.1.81,Pseudoalteromonas atlantica,136883,8517750
3.2.1.81,Vibrio sp.,136883,8517750
3.2.1.81,Pseudoalteromonas antarctica,136884,9797294
3.2.1.81,Alteromonas sp.,136886,16348832
3.2.1.81,Vibrio sp.,136887,-
3.2.1.81,Alteromonas sp.,136888,16232496
3.2.1.81,Microbulbifer sp.,654312,15088129
3.2.1.81,Saccharophagus degradans,655312,11534834
3.2.1.81,Zobellia galactanivorans,656176,12970344
3.2.1.81,Pseudomonas sp.,656476,-
3.2.1.81,Zobellia galactanivorans,657375,-
3.2.1.81,Alteromonas sp.,667288,16317543
3.2.1.81,Zobellia galactanivorans,667490,15456406
3.2.1.81,Microbulbifer sp.,668002,15170112
3.2.1.81,Agarivorans sp.,668031,15307821
3.2.1.81,Microbulbifer sp.,669065,-
3.2.1.81,Zobellia galactanivorans,670907,15062085
3.2.1.81,Vibrio sp.,677674,16957270
3.2.1.81,Vibrio sp.,677689,17337564
3.2.1.81,Agarivorans albus,677787,18071641
3.2.1.81,Vibrio sp.,678815,17213669
3.2.1.81,Agarivorans sp.,678873,17028783
3.2.1.81,Agarivorans sp.,678898,18189120
3.2.1.81,Saccharophagus degradans,680657,16601125
3.2.1.81,Escherichia coli,681563,-
3.2.1.81,Acinetobacter sp.,682985,-
3.2.1.81,Vibrio sp.,695736,17340109
3.2.1.81,Pseudoalteromonas atlantica,697125,18701090
3.2.1.81,Vibrio sp.,699362,18478285
3.2.1.81,Zobellia galactanivorans,701557,20383011
3.2.1.81,Saccharophagus degradans,701877,19802606
3.2.1.81,Zobellia galactanivorans,702840,20213521
3.2.1.81,Agarivorans sp.,705484,20161978
3.2.1.81,Alteromonas sp.,705484,20161978
3.2.1.81,Cytophaga sp.,705484,20161978
3.2.1.81,Flavobacterium flevense,705484,20161978
3.2.1.81,Pseudoalteromonas antarctica,705484,20161978
3.2.1.81,Pseudomonas sp.,705484,20161978
3.2.1.81,Vibrio sp.,705484,20161978
3.2.1.81,Pseudoalteromonas sp.,713635,21139213
3.2.1.81,Bacillus subtilis,713704,-
3.2.1.81,Microbulbifer sp.,714561,-
3.2.1.81,Flammeovirga yaeyamensis,715685,21715227
3.2.1.81,Pseudoalteromonas sp.,715890,21876371
3.2.1.81,Halococcus sp.,727443,23949137
3.2.1.82,Selenomonas ruminantium,136889,2708171
3.2.1.82,Dickeya chrysanthemi,136890,16346881
3.2.1.82,Pectobacterium carotovorum,136891,-
3.2.1.82,Dickeya chrysanthemi,136892,7056698
3.2.1.82,Pseudomonas sp.,136893,-
3.2.1.82,Dickeya chrysanthemi,136894,2168372
3.2.1.82,Thermoanaerobacterium thermosaccharolyticum,136895,8481009
3.2.1.82,Ralstonia solanacearum,136896,9393701
3.2.1.82,Yersinia enterocolitica,681427,17397864
3.2.1.83,Cytophaga sp.,208832,-
3.2.1.83,Cytophaga sp.,208833,4033467
3.2.1.83,Cytophaga sp.,208835,3696007
3.2.1.83,Pseudoalteromonas carrageenovora,208836,10089334
3.2.1.83,Pseudoalteromonas carrageenovora,208837,7737202
3.2.1.83,Pseudoalteromonas carrageenovora,657377,11435116
3.2.1.83,Pseudoalteromonas carrageenovora,666226,-
3.2.1.83,Pseudoalteromonas carrageenovora,678568,18081251
3.2.1.83,Microbulbifer elongatus,678856,-
3.2.1.83,Cytophaga sp.,682256,-
3.2.1.83,Pseudoalteromonas carrageenovora,696117,19196238
3.2.1.83,Pseudoalteromonas carrageenovora,707646,19459672
3.2.1.83,Pseudoalteromonas sp.,715775,100062724
3.2.1.83,Pseudoalteromonas tetraodonis,731501,22451392
3.2.1.83,Cellulophaga lytica,731952,24351836
3.2.1.83,Pseudoalteromonas carrageenovora,749437,28330218
3.2.1.83,Cellulosimicrobium cellulans,749437,28330218
3.2.1.83,Microbulbifer elongatus,749437,28330218
3.2.1.83,Wenyingzhuangia aestuarii,750788,29355636
3.2.1.83,Pseudoalteromonas carrageenovora,751519,-
3.2.1.83,Pseudoalteromonas carrageenovora,751640,-
3.2.1.84,Paenibacillus sp.,690530,18326674
3.2.1.84,Paenibacillus curdlanolyticus,694841,18800301
3.2.1.84,Paenibacillus sp.,714570,20623316
3.2.1.85,Lacticaseibacillus casei,208839,3130295
3.2.1.85,Lactococcus lactis,208840,3130294
3.2.1.85,Staphylococcus aureus,208841,3011732
3.2.1.85,Lactococcus lactis,208842,3086494
3.2.1.85,Lacticaseibacillus casei,208843,-
3.2.1.85,Lacticaseibacillus casei,208844,6292163
3.2.1.85,Klebsiella sp.,208845,110764
3.2.1.85,Streptococcus mutans,208846,33899
3.2.1.85,Staphylococcus aureus,208847,237202
3.2.1.85,Lactococcus cremoris,208848,4204438
3.2.1.85,Lacticaseibacillus casei,208849,5057373
3.2.1.85,Staphylococcus aureus,208850,5447434
3.2.1.85,Staphylococcus aureus,208851,1409548
3.2.1.85,Lacticaseibacillus casei,208852,8309940
3.2.1.85,Lactococcus lactis,208852,8309940
3.2.1.85,Staphylococcus aureus,208852,8309940
3.2.1.85,Staphylococcus aureus,208853,7556220
3.2.1.85,Lactobacillus gasseri,208854,8824835
3.2.1.85,Lactobacillus gasseri,208855,8829545
3.2.1.85,Lacticaseibacillus casei,208856,9223646
3.2.1.85,Lactococcus lactis,208856,9223646
3.2.1.85,Leptotrichia buccalis,655608,12351228
3.2.1.85,Lactococcus lactis,657216,10906347
3.2.1.85,Lactococcus lactis,663711,16204522
3.2.1.85,Clostridium acetobutylicum,677688,17209069
3.2.1.85,Lacticaseibacillus casei,681716,17944861
3.2.1.85,Lactobacillus acidophilus,681716,17944861
3.2.1.85,Lactobacillus amylovorus,681716,17944861
3.2.1.85,Lactobacillus crispatus,681716,17944861
3.2.1.85,Lactobacillus gasseri,681716,17944861
3.2.1.85,Lactobacillus johnsonii,681716,17944861
3.2.1.85,Limosilactobacillus fermentum,681716,17944861
3.2.1.85,Limosilactobacillus mucosae,681716,17944861
3.2.1.85,Lactococcus lactis,696781,18615662
3.2.1.85,Lactococcus garvieae,709326,19610335
3.2.1.86,Escherichia coli,136922,3034860
3.2.1.86,Klebsiella aerogenes,136923,237203
3.2.1.86,Escherichia coli,136924,4607165
3.2.1.86,Klebsiella aerogenes,136925,4624114
3.2.1.86,Escherichia coli,136926,4576407
3.2.1.86,Fusobacterium mortiferum,136927,9045824
3.2.1.86,Escherichia coli,136928,10572139
3.2.1.86,Lactococcus lactis,136929,8349556
3.2.1.86,Lactobacillus delbrueckii,656717,1093898
3.2.1.86,Thermotoga maritima,666041,15670594
3.2.1.86,Pectobacterium carotovorum,666900,15748978
3.2.1.86,Thermotoga maritima,678190,16401086
3.2.1.86,Lacticaseibacillus casei,681716,17944861
3.2.1.86,Lactobacillus acidophilus,681716,17944861
3.2.1.86,Lactobacillus amylovorus,681716,17944861
3.2.1.86,Lactobacillus crispatus,681716,17944861
3.2.1.86,Lactobacillus gasseri,681716,17944861
3.2.1.86,Lactobacillus johnsonii,681716,17944861
3.2.1.86,Limosilactobacillus fermentum,681716,17944861
3.2.1.86,Limosilactobacillus mucosae,681716,17944861
3.2.1.86,Erwinia rhapontici,705622,19625389
3.2.1.86,Oenococcus oeni,715955,-
3.2.1.86,Streptococcus pyogenes,731055,23275159
3.2.1.86,Streptococcus pneumoniae,732101,23580646
3.2.1.86,Lactobacillus gasseri,732252,22449746
3.2.1.86,Streptococcus pneumoniae,750733,26527213
3.2.1.86,Oenococcus oeni,751192,-
3.2.1.87,Klebsiella aerogenes,136930,4328830
3.2.1.87,Klebsiella aerogenes,136931,5096084
3.2.1.88,Caldanaerobius polysaccharolyticus,749663,28710263
3.2.1.89,Bacillus subtilis,136937,-
3.2.1.89,Bacillus subtilis,136940,823153
3.2.1.89,Bacillus subtilis,136942,-
3.2.1.89,Bacillus subtilis,136943,-
3.2.1.89,Bacillus subtilis,136944,-
3.2.1.89,Bacillus licheniformis,666024,15312766
3.2.1.89,Thermotoga maritima,678791,16495677
3.2.1.89,Bacillus licheniformis,701135,19089956
3.2.1.89,Bacillus licheniformis,749617,26879978
3.2.1.89,Acetivibrio thermocellus,751377,28075586
3.2.1.89,Cellvibrio japonicus,751377,28075586
3.2.1.91,Cellulomonas uda,393738,-
3.2.1.91,Fibrobacter succinogenes,393741,3384799
3.2.1.91,Cellulomonas fimi,393750,6432782
3.2.1.91,Thermoclostridium stercorarium,393753,-
3.2.1.91,Ruminococcus albus,393758,7061402
3.2.1.91,Cellulomonas fimi,393767,-
3.2.1.91,Ruminococcus flavefaciens,393768,3115960
3.2.1.91,Fibrobacter succinogenes,393770,16347334
3.2.1.91,Fibrobacter succinogenes,393771,16347660
3.2.1.91,Acetivibrio thermocellus,393781,8507185
3.2.1.91,Thermoclostridium stercorarium,393784,1909625
3.2.1.91,Niallia circulans,393785,-
3.2.1.91,Thermotoga sp.,393787,1872819
3.2.1.91,Acetivibrio thermocellus,654177,-
3.2.1.91,Cellulomonas fimi,663678,16258187
3.2.1.91,Acetivibrio thermocellus,664959,16054142
3.2.1.91,Saccharophagus degradans,674279,16707677
3.2.1.91,Acetivibrio thermocellus,677399,18084089
3.2.1.91,Teredinibacter turnerae,677703,17933945
3.2.1.91,Thermobifida fusca,680986,17765995
3.2.1.91,Thermobifida fusca,707225,19734341
3.2.1.91,Thermobifida fusca,708476,19523117
3.2.1.91,Thermobifida fusca,714137,8555231
3.2.1.91,Caldicellulosiruptor saccharolyticus,714507,21421309
3.2.1.91,Acetivibrio thermocellus,731048,22349231
3.2.1.91,Acetivibrio thermocellus,750072,30484856
3.2.1.91,Thermotoga petrophila,752123,30406735
3.2.1.92,Bacillus subtilis,137009,6281
3.2.1.92,Bacillus subtilis,137010,1137104
3.2.1.92,Bacillus subtilis,137011,4201863
3.2.1.93,Bradyrhizobium japonicum,134592,16664852
3.2.1.93,Paenibacillus popilliae,137013,4369400
3.2.1.93,Bacillus subtilis,137014,7651129
3.2.1.93,Bacillus subtilis,393789,7751281
3.2.1.93,Bacillus subtilis,654484,11115409
3.2.1.93,Lactobacillus acidophilus,663716,16461669
3.2.1.93,Bacillus licheniformis,749495,26894535
3.2.1.93,Bacillus licheniformis,750004,25667926
3.2.1.94,Arthrobacter globiformis,136635,-
3.2.1.94,Arthrobacter globiformis,137016,-
3.2.1.94,Arthrobacter globiformis,137017,-
3.2.1.94,Actinomadura sp.,137018,-
3.2.1.94,Arthrobacter globiformis,137018,-
3.2.1.94,Arthrobacter globiformis,137019,-
3.2.1.94,Arthrobacter globiformis,137020,-
3.2.1.94,Arthrobacter globiformis,137021,938503
3.2.1.94,Arthrobacter globiformis,137022,-
3.2.1.94,Arthrobacter globiformis,137023,4826536
3.2.1.94,Arthrobacter globiformis,137024,-
3.2.1.94,Arthrobacter globiformis,137025,8002600
3.2.1.94,Arthrobacter globiformis,137026,-
3.2.1.94,Arthrobacter globiformis,654117,14993697
3.2.1.94,Arthrobacter globiformis,655108,15200177
3.2.1.94,Arthrobacter globiformis,655808,-
3.2.1.94,Arthrobacter globiformis,655809,-
3.2.1.94,Arthrobacter globiformis,655812,-
3.2.1.94,Arthrobacter globiformis,655814,-
3.2.1.94,Arthrobacter globiformis,664121,15996100
3.2.1.94,Arthrobacter globiformis,677677,16997984
3.2.1.96,Staphylococcus simulans,171672,-
3.2.1.96,Streptococcus pneumoniae,171673,2492193
3.2.1.96,Flavobacterium sp.,171674,-
3.2.1.96,Flavobacterium sp.,171676,-
3.2.1.96,Elizabethkingia meningoseptica,171678,3110550
3.2.1.96,Flavobacterium sp.,171681,-
3.2.1.96,Flavobacterium sp.,171683,-
3.2.1.96,Streptomyces griseus,171684,3934149
3.2.1.96,Clostridium perfringens,171687,26848
3.2.1.96,Streptococcus pneumoniae,171689,26846
3.2.1.96,Bacillus subtilis,171691,6150066
3.2.1.96,Streptococcus pneumoniae,171694,6430882
3.2.1.96,Streptomyces griseus,171695,6422852
3.2.1.96,Elizabethkingia meningoseptica,171696,6812050
3.2.1.96,Streptomyces griseus,171697,4204553
3.2.1.96,Streptomyces griseus,171698,4204552
3.2.1.96,Streptococcus pneumoniae,171700,4152561
3.2.1.96,Streptococcus pneumoniae,171701,4154323
3.2.1.96,Streptomyces griseus,171701,4154323
3.2.1.96,Streptococcus pneumoniae,171702,240364
3.2.1.96,Streptomyces griseus,171702,240364
3.2.1.96,Clostridium perfringens,171703,242275
3.2.1.96,Streptococcus pneumoniae,171704,1016
3.2.1.96,Streptomyces griseus,171704,1016
3.2.1.96,Streptococcus pneumoniae,171708,75885
3.2.1.96,Acinetobacter sp.,171716,-
3.2.1.96,Stigmatella aurantiaca,171718,7928985
3.2.1.96,Glutamicibacter protophormiae,171719,9015383
3.2.1.96,Staphylococcus aureus,171721,1904069
3.2.1.96,Staphylococcus aureus,171723,7816834
3.2.1.96,Acinetobacter sp.,171725,8525060
3.2.1.96,Glutamicibacter protophormiae,171725,8525060
3.2.1.96,Paenibacillus alvei,171725,8525060
3.2.1.96,Elizabethkingia meningoseptica,171725,8525060
3.2.1.96,Clostridium perfringens,171725,8525060
3.2.1.96,Streptococcus pneumoniae,171725,8525060
3.2.1.96,Flavobacterium sp.,171725,8525060
3.2.1.96,Myxococcus xanthus,171725,8525060
3.2.1.96,Pseudomonas sp.,171725,8525060
3.2.1.96,Stigmatella aurantiaca,171725,8525060
3.2.1.96,Staphylococcus aureus,171726,7691683
3.2.1.96,Pseudomonas sp.,171727,1776950
3.2.1.96,Elizabethkingia meningoseptica,654577,10891067
3.2.1.96,Flavobacterium sp.,654999,11515537
3.2.1.96,Halalkalibacterium halodurans,655060,15170110
3.2.1.96,Enterococcus faecalis,655831,10648510
3.2.1.96,Streptococcus pneumoniae,655908,11388907
3.2.1.96,Glutamicibacter protophormiae,656310,16233259
3.2.1.96,Enterococcus faecalis,656473,11444772
3.2.1.96,Enterococcus hirae,656473,11444772
3.2.1.96,Enterococcus durans,656473,11444772
3.2.1.96,Enterococcus casseliflavus,656473,11444772
3.2.1.96,Enterococcus mundtii,656473,11444772
3.2.1.96,Enterococcus gallinarum,656473,11444772
3.2.1.96,Enterococcus dispar,656473,11444772
3.2.1.96,Enterococcus sulfureus,656473,11444772
3.2.1.96,Enterococcus cecorum,656473,11444772
3.2.1.96,Glutamicibacter protophormiae,663861,15694387
3.2.1.96,Streptococcus pneumoniae,665067,15864433
3.2.1.96,Glutamicibacter protophormiae,665309,15998066
3.2.1.96,Elizabethkingia meningoseptica,666807,16155117
3.2.1.96,Glutamicibacter protophormiae,678605,18304822
3.2.1.96,Flavobacterium sp.,678605,18304822
3.2.1.96,Streptomyces sp.,679048,16584712
3.2.1.96,Glutamicibacter protophormiae,679225,16470771
3.2.1.96,Glutamicibacter protophormiae,680557,17567654
3.2.1.96,Glutamicibacter protophormiae,697131,19193364
3.2.1.96,Glutamicibacter protophormiae,700895,19252736
3.2.1.96,Glutamicibacter protophormiae,709518,19327363
3.2.1.96,Streptococcus pneumoniae,713663,21505233
3.2.1.96,Streptococcus pyogenes,731273,23865566
3.2.1.96,Glutamicibacter protophormiae,731775,24562786
3.2.1.96,Bifidobacterium longum subsp. infantis,732506,22745059
3.2.1.96,Streptococcus pneumoniae,732602,24362939
3.2.1.96,Enterococcus faecalis,732784,24608122
3.2.1.96,Bifidobacterium longum subsp. infantis,750164,26097235
3.2.1.97,Streptococcus pneumoniae,208403,26847
3.2.1.97,Streptococcus pneumoniae,208435,9374
3.2.1.97,Streptococcus pneumoniae,208436,9762098
3.2.1.97,Streptococcus pneumoniae,208437,21877
3.2.1.97,Streptococcus pneumoniae,208438,7253
3.2.1.97,Alcaligenes sp.,208859,-
3.2.1.97,Streptomyces sp.,208860,3348784
3.2.1.97,Streptococcus pneumoniae,208862,21878
3.2.1.97,Brevibacillus laterosporus,208866,-
3.2.1.97,Alcaligenes sp.,208867,-
3.2.1.97,Streptomyces sp.,208868,-
3.2.1.97,Alcaligenes sp.,208870,2222478
3.2.1.97,Alcaligenes sp.,208871,2357231
3.2.1.97,Streptococcus pneumoniae,208871,2357231
3.2.1.97,Streptomyces sp.,208873,9266717
3.2.1.97,Streptomyces sp.,208874,1281406
3.2.1.97,Streptococcus pneumoniae,208876,9111135
3.2.1.97,Streptomyces sp.,650623,11440149
3.2.1.97,Bifidobacterium longum,665674,16141207
3.2.1.97,Bifidobacterium bifidum,665768,16233817
3.2.1.97,Bifidobacterium breve,665768,16233817
3.2.1.97,Bifidobacterium longum,665768,16233817
3.2.1.97,Bifidobacterium bifidum,677707,18223105
3.2.1.97,Enterococcus faecalis,696004,18725192
3.2.1.97,Bifidobacterium longum,698126,18559962
3.2.1.97,Clostridium perfringens,698126,18559962
3.2.1.97,Bifidobacterium longum,708624,19562481
3.2.1.97,Bifidobacterium longum,708948,19502354
3.2.1.98,Klebsiella pneumoniae,171731,1368529
3.2.1.98,Klebsiella pneumoniae,171732,-
3.2.1.98,Klebsiella pneumoniae,171733,-
3.2.1.98,Klebsiella pneumoniae,171734,1094
3.2.1.98,Klebsiella pneumoniae,171735,18548722
3.2.1.98,Enterobacter cloacae,171737,4636744
3.2.1.98,Klebsiella pneumoniae,171737,4636744
3.2.1.98,Klebsiella pneumoniae,171738,-
3.2.1.98,Klebsiella pneumoniae,171739,-
3.2.1.98,Niallia circulans,171741,-
3.2.1.98,Niallia circulans,171742,-
3.2.1.98,Klebsiella pneumoniae,650619,10737206
3.2.1.98,Klebsiella pneumoniae,663490,15583388
3.2.1.98,Geobacillus stearothermophilus,663976,16197365
3.2.1.98,Bacillus subtilis,664776,-
3.2.1.98,Geobacillus stearothermophilus,691421,18951544
3.2.1.98,Saccharomonospora viridis,731665,-
3.2.1.98,Bacillus licheniformis,731818,24440349
3.2.1.98,Streptomyces sp.,731903,-
3.2.1.98,Microbacterium aurum,752207,27808246
3.2.1.99,Bacillus subtilis,136937,-
3.2.1.99,Bacillus subtilis,171744,-
3.2.1.99,Bacillus subtilis,171745,1096
3.2.1.99,Bacillus subtilis,171746,-
3.2.1.99,Bacillus subtilis,171748,16660741
3.2.1.99,Pseudomonas fluorescens,171758,9163351
3.2.1.99,Pseudomonas fluorescens,171759,10089373
3.2.1.99,Bacillus subtilis,171760,9183009
3.2.1.99,Bacillus subtilis,171761,-
3.2.1.99,Geobacillus thermodenitrificans,654260,11916679
3.2.1.99,Geobacillus thermodenitrificans,655027,11999422
3.2.1.99,Bacillus subtilis,655870,14973026
3.2.1.99,Geobacillus thermodenitrificans,663476,15159584
3.2.1.99,Bacillus subtilis,664988,15556708
3.2.1.99,Geobacillus thermodenitrificans,665426,15944411
